

lambda, I
875.1701, 186924.1719
875.3480, 186986.1719
875.5259, 186969.7656
875.7039, 187019.2344
875.8818, 187005.8750
876.0597, 187007.5312
876.2376, 186927.7656
876.4155, 186890.1719
876.5934, 186892.7656
876.7714, 186815.1719
876.9493, 186768.5312
877.1272, 186751.2969
877.3051, 186669.6406
877.4830, 186668.4062
877.6609, 186641.0000
877.8389, 186613.6406
878.0168, 186602.4688
878.1947, 186582.2344
878.3726, 186543.9375
878.5505, 186575.7031
878.7285, 186501.6406
878.9064, 186520.6406
879.0843, 186517.1719
879.2622, 186464.6406
879.4401, 186493.2344
879.6180, 186457.3594
879.7960, 186487.6094
879.9739, 186487.2812
880.1518, 186448.3281
880.3297, 186446.5625
880.5076, 186471.2188
880.6855, 186460.0000
880.8635, 186452.2188
881.0414, 186507.3281
881.2193, 186477.8906
881.3972, 186481.9375
881.5751, 186498.7188
881.7531, 186526.6094
881.9310, 186516.2188
882.1089, 186483.0625
882.2868, 186492.6719
882.4647, 186481.3281
882.6426, 186454.5000
882.8206, 186445.4375
882.9985, 186358.7188
883.1764, 186382.1719
883.3543, 186349.5000
883.5322, 186388.1719
883.7101, 186361.1094
883.8881, 186337.5000
884.0660, 186303.8281
884.2439, 186267.5000
884.4218, 186338.8906
884.5997, 186433.6719
884.7776, 186211.7188
884.9556, 186258.9375
885.1335, 186268.5625
885.3114, 186233.0000
885.4893, 186220.3281
885.6672, 186212.4375
885.8452, 186261.6094
886.0230, 186274.8750
886.2009, 186314.0000
886.3788, 186326.3594
886.5568, 186326.4062
886.7347, 186344.5312
886.9126, 186402.1250
887.0905, 186417.5625
887.2684, 186530.3906
887.4464, 186505.3281
887.6243, 186548.4375
887.8022, 186582.5000
887.9801, 186567.3281
888.1580, 186540.2812
888.3359, 186567.2188
888.5139, 186505.6094
888.6918, 186463.7188
888.8697, 186392.5625
889.0476, 186429.7188
889.2255, 186447.3281
889.4034, 186372.1094
889.5814, 186385.2812
889.7593, 186362.1719
889.9372, 186361.5625
890.1151, 186346.7812
890.2930, 186370.4375
890.4709, 186351.1719
890.6489, 186383.1719
890.8268, 186359.7812
891.0047, 186397.6719
891.1826, 186341.6094
891.3605, 186365.7812
891.5385, 186394.8281
891.7164, 186425.5000
891.8943, 186430.2188
892.0722, 186483.1719
892.2501, 186480.6719
892.4280, 186489.0625
892.6060, 186542.7656
892.7839, 186532.2969
892.9618, 186542.4688
893.1397, 186575.8750
893.3176, 186614.3594
893.4955, 186623.0625
893.6735, 186640.0000
893.8514, 186684.8750
894.0293, 186649.2188
894.2072, 186621.0000
894.3851, 186613.1094
894.5630, 186608.2188
894.7410, 186654.3281
894.9189, 186627.7188
895.0968, 186657.6719
895.2747, 186633.1094
895.4526, 186617.8906
895.6306, 186615.7812
895.8085, 186585.3281
895.9864, 186590.0000
896.1643, 186602.2812
896.3422, 186652.0000
896.5201, 186610.3906
896.6981, 186502.7188
896.8760, 186574.1094
897.0539, 186598.7812
897.2318, 186557.2812
897.4097, 186521.2188
897.5876, 186598.8906
897.7656, 186574.6094
897.9435, 186604.0625
898.1214, 186619.1094
898.2993, 186626.2812
898.4772, 186675.4375
898.6552, 186656.8906
898.8331, 186739.2812
899.0110, 186790.3281
899.1889, 186867.1719
899.3668, 186887.0625
899.5447, 186908.3594
899.7227, 186917.2969
899.9006, 186883.2344
900.0785, 186865.4688
900.2564, 186820.5625
900.4343, 186797.2188
900.6122, 186763.1094
900.7902, 186749.2188
900.9681, 186696.2188
901.1460, 186708.5625
901.3239, 186690.0625
901.5018, 186690.0625
901.6797, 186652.4375
901.8577, 186657.9375
902.0356, 186653.9375
902.2135, 186644.6719
902.3914, 186644.2812
902.5693, 186584.4375
902.7473, 186578.2188
902.9251, 186574.6094
903.1030, 186615.5625
903.2809, 186613.6094
903.4589, 186620.6719
903.6368, 186635.6719
903.8147, 186630.8281
903.9926, 186660.7031
904.1705, 186643.1719
904.3484, 186681.4375
904.5264, 186673.0000
904.7043, 186671.7188
904.8822, 186722.8281
905.0601, 186721.7188
905.2380, 186720.0000
905.4160, 186738.7188
905.5939, 186775.5625
905.7718, 186789.9375
905.9497, 186710.1094
906.1276, 186723.3906
906.3055, 186665.2812
906.4835, 186650.9375
906.6614, 186651.5000
906.8393, 186607.8906
907.0172, 186634.7188
907.1951, 186610.4375
907.3730, 186612.7812
907.5510, 186559.1719
907.7289, 186553.8906
907.9068, 186522.1094
908.0847, 186523.9375
908.2626, 186677.1719
908.4406, 186507.6094
908.6185, 186480.7656
908.7964, 186508.2969
908.9743, 186454.7031
909.1522, 186436.4062
909.3301, 186478.0000
909.5081, 186425.9375
909.6860, 186461.8281
909.8639, 186483.6406
910.0418, 186444.2188
910.2197, 186510.0625
910.3976, 186513.7188
910.5756, 186519.6719
910.7535, 186593.3906
910.9314, 186617.2812
911.1093, 186660.5625
911.2872, 186679.3281
911.4651, 186687.0625
911.6431, 186699.6719
911.8210, 186649.1719
911.9989, 186635.0000
912.1768, 186615.2812
912.3547, 186548.6719
912.5327, 186506.7188
912.7106, 186438.7812
912.8885, 186429.1094
913.0664, 186389.2812
913.2443, 186397.6719
913.4222, 186366.3281
913.6002, 186355.8281
913.7781, 186355.4375
913.9560, 186345.6719
914.1339, 186335.6719
914.3118, 186324.5625
914.4897, 186344.7031
914.6677, 186296.0000
914.8456, 186338.4062
915.0235, 186319.8750
915.2014, 186312.7812
915.3793, 186325.8906
915.5573, 186338.2188
915.7352, 186414.1094
915.9131, 186388.0625
916.0910, 186376.6719
916.2689, 186370.0625
916.4468, 186415.4375
916.6248, 186409.0000
916.8027, 186415.5000
916.9806, 186462.3906
917.1585, 186462.5625
917.3364, 186490.3906
917.5143, 186522.3281
917.6923, 186529.7812
917.8702, 186462.3281
918.0481, 186462.3906
918.2260, 186444.5625
918.4039, 186412.5625
918.5818, 186409.4375
918.7598, 186408.9375
918.9377, 186422.6094
919.1156, 186439.0625
919.2935, 186374.4375
919.4714, 186363.5000
919.6494, 186361.1250
919.8272, 186371.0625
920.0051, 186382.0000
920.1830, 186490.2344
920.3610, 186292.5938
920.5389, 186332.0000
920.7168, 186353.0625
920.8947, 186309.1094
921.0726, 186306.5000
921.2505, 186320.3281
921.4285, 186307.3906
921.6064, 186312.3906
921.7843, 186353.1094
921.9622, 186384.6719
922.1401, 186394.8281
922.3181, 186366.1719
922.4960, 186492.8281
922.6739, 186496.6094
922.8518, 186573.5000
923.0297, 186653.9375
923.2076, 186631.4375
923.3856, 186646.6719
923.5635, 186636.2812
923.7414, 186616.4375
923.9193, 186600.0000
924.0972, 186618.7812
924.2751, 186558.5625
924.4531, 186501.1719
924.6310, 186491.3281
924.8089, 186459.1094
924.9868, 186475.5000
925.1647, 186444.8906
925.3427, 186485.8281
925.5206, 186443.8281
925.6985, 186454.5312
925.8764, 186464.8281
926.0543, 186468.0000
926.2322, 186407.7656
926.4102, 186449.9375
926.5881, 186439.0000
926.7660, 186446.8281
926.9439, 186408.7812
927.1218, 186483.5625
927.2997, 186477.8906
927.4777, 186540.5625
927.6556, 186510.6719
927.8335, 186540.3906
928.0114, 186574.3281
928.1893, 186568.8906
928.3672, 186589.0625
928.5452, 186622.0000
928.7231, 186600.9375
928.9010, 186661.3281
929.0789, 186663.7188
929.2568, 186726.8281
929.4348, 186717.6094
929.6127, 186667.8281
929.7906, 186671.4375
929.9685, 186663.7188
930.1464, 186640.0625
930.3243, 186648.8281
930.5023, 186620.3906
930.6802, 186616.1094
930.8581, 186626.7188
931.0360, 186593.3281
931.2139, 186648.6719
931.3918, 186593.7812
931.5698, 186569.1094
931.7477, 186599.4375
931.9256, 186705.7812
932.1035, 186647.8281
932.2814, 186530.5625
932.4594, 186547.8281
932.6373, 186621.7031
932.8152, 186548.7656
932.9931, 186537.0000
933.1710, 186562.4062
933.3489, 186596.8750
933.5269, 186639.8281
933.7048, 186637.4062
933.8827, 186642.4375
934.0606, 186678.6094
934.2385, 186705.1719
934.4164, 186777.2812
934.5944, 186837.5625
934.7723, 186881.5000
934.9502, 186923.9375
935.1281, 186936.6719
935.3060, 186975.1719
935.4839, 186939.0625
935.6619, 186907.7812
935.8398, 186929.6719
936.0177, 186871.7188
936.1956, 186865.3281
936.3735, 186814.5000
936.5515, 186800.3281
936.7293, 186764.8281
936.9072, 186795.5625
937.0851, 186794.0625
937.2631, 186791.2812
937.4410, 186759.3906
937.6189, 186799.4375
937.7968, 186767.8281
937.9747, 186782.5000
938.1526, 186783.3281
938.3306, 186756.3906
938.5085, 186830.8906
938.6864, 186753.1719
938.8643, 186759.8906
939.0422, 186825.0000
939.2202, 186849.3906
939.3981, 186852.3906
939.5760, 186838.8281
939.7539, 186841.5625
939.9318, 186869.4375
940.1097, 186892.9375
940.2877, 186904.1094
940.4656, 186908.1094
940.6435, 186918.5000
940.8214, 186952.8906
940.9993, 186970.7812
941.1772, 187021.4375
941.3552, 187032.7188
941.5331, 186974.5000
941.7110, 186989.9375
941.8889, 186955.7812
942.0668, 186926.8281
942.2448, 186908.9375
942.4227, 186929.4375
942.6006, 186899.0625
942.7785, 186840.0625
942.9564, 186876.2812
943.1343, 186870.8281
943.3123, 186857.2188
943.4902, 186831.7188
943.6681, 186821.8281
943.8460, 186918.3906
944.0239, 186763.0625
944.2018, 186737.4688
944.3798, 186743.3281
944.5577, 186706.3906
944.7356, 186678.0000
944.9135, 186695.7812
945.0914, 186668.5625
945.2693, 186710.7188
945.4473, 186693.7188
945.6252, 186723.0000
945.8031, 186723.8906
945.9810, 186769.8906
946.1589, 186781.2812
946.3369, 186834.6094
946.5148, 186870.8750
946.6927, 186898.5938
946.8706, 186912.1250
947.0485, 186901.9375
947.2264, 186890.2969
947.4044, 186857.4062
947.5823, 186849.8281
947.7602, 186822.5938
947.9381, 186768.4688
948.1160, 186708.7188
948.2939, 186672.9375
948.4719, 186635.3906
948.6498, 186617.3281
948.8277, 186603.8906
949.0056, 186580.8281
949.1835, 186561.1719
949.3615, 186524.1719
949.5394, 186516.6094
949.7173, 186517.6094
949.8952, 186504.5625
950.0731, 186498.2812
950.2510, 186503.1094
950.4290, 186505.7812
950.6069, 186445.6094
950.7848, 186486.5625
950.9627, 186492.1719
951.1406, 186517.8281
951.3185, 186520.1719
951.4965, 186519.6094
951.6744, 186504.0000
951.8523, 186505.3906
952.0302, 186512.6719
952.2081, 186546.3281
952.3860, 186526.0625
952.5640, 186561.9375
952.7419, 186567.8906
952.9198, 186601.3906
953.0977, 186600.1250
953.2756, 186569.7031
953.4535, 186565.1719
953.6314, 186516.0625
953.8093, 186533.9375
953.9872, 186529.5312
954.1652, 186501.4062
954.3431, 186505.4688
954.5210, 186477.5938
954.6989, 186424.0000
954.8768, 186432.2188
955.0547, 186396.0625
955.2327, 186410.5000
955.4106, 186407.7812
955.5885, 186426.6719
955.7664, 186522.0000
955.9443, 186318.2812
956.1223, 186347.7812
956.3002, 186404.1094
956.4781, 186333.3281
956.6560, 186287.4375
956.8339, 186324.2812
957.0118, 186320.2188
957.1898, 186333.5000
957.3677, 186345.4375
957.5456, 186377.1094
957.7235, 186400.1719
957.9014, 186385.8906
958.0793, 186485.9375
958.2573, 186514.0000
958.4352, 186555.8281
958.6131, 186623.2188
958.7910, 186611.9375
958.9689, 186641.7812
959.1469, 186613.1094
959.3248, 186599.0000
959.5027, 186541.8906
959.6806, 186545.1094
959.8585, 186474.8906
960.0364, 186460.7812
960.2144, 186421.1719
960.3923, 186408.3281
960.5702, 186388.6719
960.7481, 186409.0000
960.9260, 186389.3906
961.1039, 186377.0625
961.2819, 186373.5000
961.4598, 186342.9375
961.6377, 186347.7188
961.8156, 186362.7812
961.9935, 186337.0000
962.1714, 186363.5625
962.3494, 186337.0000
962.5273, 186341.2344
962.7052, 186380.9375
962.8831, 186412.1250
963.0610, 186383.8750
963.2390, 186378.5938
963.4169, 186417.5312
963.5948, 186436.4062
963.7727, 186423.2344
963.9506, 186431.4688
964.1285, 186492.3594
964.3065, 186479.1250
964.4844, 186478.7656
964.6623, 186532.2969
964.8402, 186585.9375
965.0181, 186582.5312
965.1960, 186551.5938
965.3740, 186518.5312
965.5519, 186517.6406
965.7298, 186497.7656
965.9077, 186494.0000
966.0856, 186452.2969
966.2635, 186456.6406
966.4415, 186465.9375
966.6194, 186462.9375
966.7973, 186466.7656
966.9752, 186439.5938
967.1531, 186397.0000
967.3311, 186403.3594
967.5090, 186505.7188
967.6869, 186464.8281
967.8648, 186334.3906
968.0427, 186367.2812
968.2206, 186362.0000
968.3986, 186356.1719
968.5765, 186298.8281
968.7544, 186377.7188
968.9323, 186347.0000
969.1102, 186384.5000
969.2881, 186369.0625
969.4661, 186411.4375
969.6440, 186482.6094
969.8219, 186468.2188
969.9998, 186530.7812
970.1777, 186578.9375
970.3556, 186614.8906
970.5335, 186655.3906
970.7114, 186649.7188
970.8893, 186681.5625
971.0673, 186648.1719
971.2452, 186600.3281
971.4231, 186626.3906
971.6010, 186594.1719
971.7789, 186514.6719
971.9568, 186521.9375
972.1348, 186474.3906
972.3127, 186445.4688
972.4906, 186431.4062
972.6685, 186459.7031
972.8464, 186457.1250
973.0244, 186439.5938
973.2023, 186456.7656
973.3802, 186434.2969
973.5581, 186411.5312
973.7360, 186419.3594
973.9139, 186448.7031
974.0919, 186429.0625
974.2698, 186429.1250
974.4477, 186437.3594
974.6256, 186465.0625
974.8035, 186447.1719
974.9814, 186454.5625
975.1594, 186461.7812
975.3373, 186497.5000
975.5152, 186522.8906
975.6931, 186533.0000
975.8710, 186515.4375
976.0490, 186543.3281
976.2269, 186592.5625
976.4048, 186573.5000
976.5827, 186633.0625
976.7606, 186674.0625
976.9385, 186621.4375
977.1165, 186618.1719
977.2944, 186581.7812
977.4723, 186549.2812
977.6502, 186554.7188
977.8281, 186554.8281
978.0060, 186556.8906
978.1840, 186527.6094
978.3619, 186503.4375
978.5398, 186527.6719
978.7177, 186497.1719
978.8956, 186514.3906
979.0735, 186453.5625
979.2515, 186471.8906
979.4294, 186625.9375
979.6073, 186448.8281
979.7852, 186415.1094
979.9631, 186442.7031
980.1411, 186449.8281
980.3190, 186426.8281
980.4969, 186401.6406
980.6748, 186421.4062
980.8527, 186409.9375
981.0306, 186475.1094
981.2086, 186483.9375
981.3865, 186474.9375
981.5644, 186488.3906
981.7423, 186543.6094
981.9202, 186576.0000
982.0981, 186657.4375
982.2761, 186690.2812
982.4540, 186712.6094
982.6319, 186736.2188
982.8098, 186733.5625
982.9877, 186685.3281
983.1656, 186696.5625
983.3436, 186669.4375
983.5215, 186595.3281
983.6994, 186559.8906
983.8773, 186520.0625
984.0552, 186548.6719
984.2332, 186514.3281
984.4111, 186501.8281
984.5890, 186461.2188
984.7669, 186466.7188
984.9448, 186427.5625
985.1227, 186453.4375
985.3007, 186454.0000
985.4786, 186471.9375
985.6565, 186461.7812
985.8344, 186444.0000
986.0123, 186439.5000
986.1902, 186465.5312
986.3682, 186429.7031
986.5461, 186536.8281
986.7240, 186503.7656
986.9019, 186456.4062
987.0798, 186521.3594
987.2577, 186523.5312
987.4356, 186564.9375
987.6135, 186528.1719
987.7914, 186540.4062
987.9694, 186557.0625
988.1473, 186580.4375
988.3252, 186632.0625
988.5031, 186650.0625
988.6810, 186644.7188
988.8589, 186631.0625
989.0369, 186610.7188
989.2148, 186580.6094
989.3927, 186577.7188
989.5706, 186549.5625
989.7485, 186592.8906
989.9265, 186558.2812
990.1044, 186569.3906
990.2823, 186509.3281
990.4602, 186530.8281
990.6381, 186505.2812
990.8160, 186467.5625
990.9940, 186462.6719
991.1719, 186529.3906
991.3498, 186619.0625
991.5277, 186394.3906
991.7056, 186456.4375
991.8835, 186478.4375
992.0615, 186423.8281
992.2394, 186391.3906
992.4173, 186414.3281
992.5952, 186436.1094
992.7731, 186482.0625
992.9510, 186461.5000
993.1290, 186496.3281
993.3069, 186537.6094
993.4848, 186550.7188
993.6627, 186550.6094
993.8406, 186619.0000
994.0186, 186671.5000
994.1965, 186734.5625
994.3744, 186753.0625
994.5523, 186768.0000
994.7302, 186740.7812
994.9081, 186707.8906
995.0861, 186637.6719
995.2640, 186670.0625
995.4419, 186613.5938
995.6198, 186607.1250
995.7977, 186556.8750
995.9756, 186539.2344
996.1536, 186514.9375
996.3315, 186537.1719
996.5094, 186468.7031
996.6873, 186494.4062
996.8652, 186478.8281
997.0432, 186479.0625
997.2211, 186460.7188
997.3990, 186472.4375
997.5769, 186461.3906
997.7548, 186451.6094
997.9327, 186432.1719
998.1107, 186479.6719
998.2886, 186511.6719
998.4665, 186527.7812
998.6444, 186506.7188
998.8223, 186557.7031
999.0002, 186583.1094
999.1782, 186555.0000
999.3561, 186563.5938
999.5340, 186585.0000
999.7119, 186599.6406
999.8898, 186606.2344
1000.0677, 186610.1250
1000.2457, 186652.7188
1000.4236, 186667.5000
1000.6015, 186697.0000
1000.7794, 186675.2188
1000.9573, 186668.0000
1001.1353, 186624.6719
1001.3132, 186623.7812
1001.4911, 186601.9375
1001.6690, 186586.6719
1001.8469, 186604.9375
1002.0248, 186624.5000
1002.2028, 186600.2812
1002.3807, 186586.5625
1002.5586, 186535.1719
1002.7365, 186582.2344
1002.9144, 186559.4688
1003.0923, 186652.7031
1003.2703, 186601.4688
1003.4482, 186463.1719
1003.6261, 186530.9375
1003.8040, 186504.8281
1003.9819, 186501.6094
1004.1598, 186487.8906
1004.3377, 186477.9375
1004.5156, 186483.6094
1004.6935, 186512.0625
1004.8715, 186536.1719
1005.0494, 186582.1094
1005.2273, 186589.4375
1005.4052, 186642.0000
1005.5831, 186625.3281
1005.7610, 186708.8906
1005.9390, 186757.7188
1006.1169, 186768.8281
1006.2948, 186826.3281
1006.4727, 186816.2188
1006.6506, 186811.1719
1006.8286, 186774.3594
1007.0065, 186753.0625
1007.1844, 186719.4062
1007.3623, 186648.7656
1007.5402, 186665.4375
1007.7181, 186595.6094
1007.8961, 186603.6719
1008.0740, 186600.7188
1008.2519, 186612.4375
1008.4298, 186588.0625
1008.6077, 186557.2188
1008.7856, 186600.4375
1008.9636, 186589.6094
1009.1415, 186553.7188
1009.3194, 186555.1094
1009.4973, 186562.7812
1009.6752, 186558.4062
1009.8531, 186549.6406
1010.0311, 186594.1719
1010.2090, 186625.9375
1010.3869, 186608.7031
1010.5648, 186607.7812
1010.7427, 186606.0000
1010.9207, 186625.5625
1011.0986, 186652.5625
1011.2765, 186658.0625
1011.4544, 186652.6094
1011.6323, 186686.6719
1011.8102, 186704.4375
1011.9882, 186718.6094
1012.1661, 186741.1094
1012.3440, 186778.7812
1012.5219, 186793.4375
1012.6998, 186749.8281
1012.8777, 186720.7188
1013.0557, 186742.8906
1013.2336, 186753.3906
1013.4115, 186719.0000
1013.5894, 186710.6719
1013.7673, 186716.1719
1013.9453, 186711.1719
1014.1232, 186675.7812
1014.3011, 186667.4375
1014.4790, 186654.0000
1014.6569, 186659.1719
1014.8348, 186667.5000
1015.0128, 186815.3594
1015.1907, 186632.1719
1015.3686, 186615.8750
1015.5465, 186650.6406
1015.7244, 186595.6406
1015.9023, 186594.9375
1016.0803, 186563.3281
1016.2582, 186588.3281
1016.4361, 186620.3281
1016.6140, 186609.2188
1016.7919, 186664.5625
1016.9698, 186671.6719
1017.1478, 186743.3281
1017.3257, 186754.3281
1017.5036, 186745.2188
1017.6815, 186869.0625
1017.8594, 186889.8281
1018.0374, 186893.7188
1018.2153, 186923.5625
1018.3932, 186898.1094
1018.5711, 186886.5625
1018.7490, 186872.5625
1018.9269, 186868.1719
1019.1049, 186798.9375
1019.2828, 186768.3281
1019.4607, 186788.6406
1019.6386, 186741.6406
1019.8165, 186703.0000
1019.9944, 186704.8281
1020.1724, 186669.3594
1020.3503, 186686.6719
1020.5282, 186655.3281
1020.7061, 186638.3281
1020.8840, 186674.7812
1021.0619, 186672.4375
1021.2398, 186678.8281
1021.4177, 186654.8906
1021.5956, 186671.6719
1021.7736, 186653.6719
1021.9515, 186675.6094
1022.1294, 186717.4375
1022.3073, 186752.0625
1022.4852, 186723.3281
1022.6631, 186750.2812
1022.8411, 186758.7188
1023.0190, 186770.7188
1023.1969, 186780.0000
1023.3748, 186820.1250
1023.5527, 186829.0625
1023.7307, 186807.5938
1023.9086, 186906.3281
1024.0865, 186880.5625
1024.2644, 186907.4375
1024.4424, 186909.1719
1024.6202, 186838.2188
1024.7982, 186858.3906
1024.9761, 186856.3281
1025.1541, 186850.7812
1025.3319, 186818.7188
1025.5099, 186827.1719
1025.6877, 186838.1094
1025.8657, 186819.3906
1026.0436, 186834.2812
1026.2216, 186825.2188
1026.3994, 186800.4375
1026.5774, 186798.1094
1026.7552, 186867.3281
1026.9332, 186908.7188
1027.1111, 186721.2188
1027.2891, 186771.0000
1027.4669, 186796.5938
1027.6449, 186790.7656
1027.8228, 186759.1250
1028.0007, 186825.8750
1028.1786, 186788.2188
1028.3566, 186813.9375
1028.5344, 186884.1719
1028.7124, 186894.8906
1028.8903, 186903.5000
1029.0682, 186928.5000
1029.2461, 186958.1094
1029.4240, 187027.3281
1029.6019, 187132.0625
1029.7798, 187160.8281
1029.9578, 187178.1719
1030.1356, 187216.6719
1030.3136, 187199.0625
1030.4915, 187169.6094
1030.6694, 187216.9375
1030.8473, 187200.1250
1031.0253, 187187.0625
1031.2031, 187157.2969
1031.3811, 187109.5312
1031.5590, 187128.8750
1031.7369, 187128.2969
1031.9148, 187123.2969
1032.0928, 187165.1719
1032.2706, 187150.0000
1032.4486, 187156.7812
1032.6265, 187151.1094
1032.8044, 187183.5625
1032.9823, 187210.8281
1033.1603, 187230.8906
1033.3381, 187232.2188
1033.5161, 187242.0625
1033.6940, 187298.7812
1033.8719, 187342.1719
1034.0498, 187374.3281
1034.2278, 187410.1094
1034.4056, 187433.5625
1034.5836, 187479.8281
1034.7615, 187489.3906
1034.9395, 187512.7812
1035.1173, 187606.3281
1035.2953, 187620.8281
1035.4731, 187690.0000
1035.6511, 187734.1719
1035.8290, 187758.5000
1036.0070, 187817.0000
1036.1848, 187836.4375
1036.3628, 187853.9375
1036.5406, 187869.7188
1036.7186, 187878.5312
1036.8965, 187930.7656
1037.0745, 187945.5312
1037.2523, 187948.0625
1037.4303, 187974.7031
1037.6082, 187985.3281
1037.7861, 188027.6094
1037.9640, 188049.1719
1038.1420, 188052.5000
1038.3198, 188076.6094
1038.4978, 188103.0625
1038.6757, 188216.5625
1038.8536, 188210.7812
1039.0315, 188134.6719
1039.2095, 188238.9375
1039.3873, 188226.6719
1039.5653, 188238.6719
1039.7432, 188248.3281
1039.9211, 188280.4375
1040.0990, 188378.0000
1040.2770, 188371.6094
1040.4548, 188457.7188
1040.6328, 188514.2812
1040.8107, 188517.5000
1040.9886, 188645.7812
1041.1665, 188723.3281
1041.3445, 188819.0000
1041.5223, 188910.3594
1041.7003, 188957.4688
1041.8782, 189003.7656
1042.0562, 189057.4688
1042.2340, 189080.8281
1042.4120, 189070.1719
1042.5898, 189083.6094
1042.7678, 189090.1719
1042.9457, 189087.2812
1043.1237, 189061.3281
1043.3015, 189068.5000
1043.4795, 189119.2812
1043.6573, 189114.4375
1043.8353, 189158.1094
1044.0132, 189175.5000
1044.1912, 189191.7812
1044.3690, 189236.0000
1044.5470, 189257.6094
1044.7249, 189297.8281
1044.9028, 189312.9375
1045.0807, 189336.2188
1045.2587, 189384.0000
1045.4365, 189383.5938
1045.6145, 189464.0625
1045.7924, 189527.1250
1045.9703, 189539.3594
1046.1482, 189576.5625
1046.3260, 189601.8281
1046.5040, 189618.2812
1046.6819, 189684.8906
1046.8599, 189737.3906
1047.0377, 189746.7812
1047.2157, 189821.6719
1047.3936, 189842.3906
1047.5715, 189891.4375
1047.7494, 189934.6719
1047.9274, 189969.4375
1048.1052, 189998.0625
1048.2832, 189998.0000
1048.4611, 189999.9375
1048.6390, 189992.1719
1048.8169, 190002.5625
1048.9949, 189983.5000
1049.1727, 189989.4062
1049.3507, 189958.1719
1049.5286, 189980.0000
1049.7065, 189987.0625
1049.8844, 189957.3594
1050.0624, 190001.5625
1050.2402, 189973.8281
1050.4182, 189936.4375
1050.5961, 190064.1719
1050.7740, 189914.5625
1050.9519, 189919.5625
1051.1299, 189933.7812
1051.3077, 189915.2812
1051.4857, 189849.7812
1051.6636, 189889.8906
1051.8416, 189882.2812
1052.0194, 189859.2812
1052.1974, 189922.4375
1052.3752, 189924.5625
1052.5532, 189930.2812
